faixa,n,mae,mae_persistencia,emissao_media,share_erro_pct,share_emissao_pct
zero,1767,1.0968618412538993,0.09715035798754952,0.0,0.17521571751245327,0.0
baixo (positivo até a mediana dos positivos),1493,1.4146780150477165,1.0114096958294172,2.017077001360563,0.19094223247075354,0.047162007700643556
medio (acima da mediana até o p90),1016,65.73418942724521,56.130116165944884,289.9174941604331,6.0376732201685535,4.61294344078637
alto (acima do p90),476,2175.0364306925426,2070.2380102563025,12789.622176470592,93.59616882984824,95.339894551513
